t,XxV,XyV,XzV,qx,qy,qz,qw,ZxW,ZyW,ZzW,ExB,EyB,EzB,eta,E1I,E2I
5.79877,-0.103834,1.64379,1.56603,-0.000726382,-0.0236689,0.0735787,0.997008,-0.141192,1.74522,0,-0.165844,0.0225353,-1.56603,2.83361643193425,252.31,231.297
5.81119,-0.103834,1.64379,1.56603,-0.000726382,-0.0236689,0.0735787,0.997008,-0.141192,1.74522,0,-0.165844,0.0225353,-1.56603,2.83361643193425,252.31,231.297
5.82019,-0.103834,1.64379,1.56603,-0.000726382,-0.0236689,0.0735787,0.997008,-0.141192,1.74522,0,-0.165844,0.0225353,-1.56603,2.83361643193425,252.31,231.297
5.83377,-0.106147,1.64616,1.56586,-0.00581613,-0.0231941,0.0797406,0.996529,-0.141156,1.74525,0,-0.165826,0.0225328,-1.56586,2.83357507271967,252.31,231.297
5.84529,-0.10754,1.64698,1.56578,-0.00639038,-0.0237926,0.0795538,0.996526,-0.141155,1.74522,0,-0.165818,0.0225317,-1.56578,2.83355654197303,252.31,231.297
5.8596,-0.10754,1.64698,1.56578,-0.00639038,-0.0237926,0.0795538,0.996526,-0.141155,1.74522,0,-0.165818,0.0225317,-1.56578,2.83355654197303,252.31,231.297
5.86945,-0.10754,1.64698,1.56578,-0.00639038,-0.0237926,0.0795538,0.996526,-0.141155,1.74522,0,-0.165818,0.0225317,-1.56578,2.83355654197303,252.31,231.297
5.88319,-0.108958,1.64831,1.56585,0.00372643,-0.020405,0.0650469,0.997667,-0.141145,1.74526,0,-0.182132,-0.00885411,-1.56585,-3.04032306921464,241.577,251.95
5.89299,-0.108958,1.64831,1.56585,0.00372643,-0.020405,0.0650469,0.997667,-0.141145,1.74526,0,-0.182132,-0.00885411,-1.56585,-3.04032306921464,241.577,251.95
5.90367,-0.108958,1.64831,1.56585,0.00372643,-0.020405,0.0650469,0.997667,-0.141145,1.74526,0,-0.182132,-0.00885411,-1.56585,-3.04032306921464,241.577,251.95
5.91304,-0.108958,1.64831,1.56585,0.00372643,-0.020405,0.0650469,0.997667,-0.141145,1.74526,0,-0.182132,-0.00885411,-1.56585,-3.04032306921464,241.577,251.95
5.93202,-0.11167,1.6503,1.56679,0.00019286,-0.0220176,0.0782587,0.99669,-0.141142,1.74523,0,-0.182241,-0.0088594,-1.56679,-3.04038871695402,241.577,251.95
5.94377,-0.113385,1.65106,1.56702,-0.0012464,-0.0238375,0.0829418,0.996268,-0.14114,1.74523,0,-0.182268,-0.00886072,-1.56702,-3.04040484385564,241.577,251.95
5.95479,-0.113858,1.65186,1.56736,0.000775972,-0.0230611,0.0791586,0.996595,-0.141169,1.74524,0,-0.182308,-0.00886267,-1.56736,-3.04042878030694,241.577,251.95
5.96254,-0.113858,1.65186,1.56736,0.000775972,-0.0230611,0.0791586,0.996595,-0.141169,1.74524,0,-0.182308,-0.00886267,-1.56736,-3.04042878030694,241.577,251.95
5.97315,-0.113858,1.65186,1.56736,0.000775972,-0.0230611,0.0791586,0.996595,-0.141169,1.74524,0,-0.182308,-0.00886267,-1.56736,-3.04042878030694,241.577,251.95
5.98587,-0.11503,1.65336,1.56789,-0.000533735,-0.0255659,0.0761964,0.996765,-0.141162,1.74525,0,-0.182369,-0.00886565,-1.56789,-3.04046517061394,241.577,251.95
5.99605,-0.11503,1.65336,1.56789,-0.000533735,-0.0255659,0.0761964,0.996765,-0.141162,1.74525,0,-0.182369,-0.00886565,-1.56789,-3.04046517061394,241.577,251.95
6.00816,-0.11503,1.65336,1.56789,-0.000533735,-0.0255659,0.0761964,0.996765,-0.141162,1.74525,0,-0.182369,-0.00886565,-1.56789,-3.04046517061394,241.577,251.95
6.01619,-0.11503,1.65336,1.56789,-0.000533735,-0.0255659,0.0761964,0.996765,-0.141162,1.74525,0,-0.182369,-0.00886565,-1.56789,-3.04046517061394,241.577,251.95
6.02802,-0.116795,1.6547,1.56811,-0.000206404,-0.024166,0.0751325,0.996881,-0.141184,1.74524,0,-0.182395,-0.00886689,-1.56811,-3.04048100750591,241.577,251.95
6.04146,-0.118528,1.65575,1.56831,4.11404e-05,-0.0270616,0.0751983,0.996801,-0.141182,1.74521,0,-0.182418,-0.00886801,-1.56831,-3.04049474795915,241.577,251.95
6.05586,-0.119658,1.65596,1.5681,0.00426919,-0.0238429,0.0686634,0.997346,-0.141196,1.74523,0,-0.182394,-0.00886686,-1.5681,-3.04048019818761,241.577,251.95
6.06825,-0.119658,1.65596,1.5681,0.00426919,-0.0238429,0.0686634,0.997346,-0.141196,1.74523,0,-0.182394,-0.00886686,-1.5681,-3.04048019818761,241.577,251.95
6.07737,-0.119658,1.65596,1.5681,0.00426919,-0.0238429,0.0686634,0.997346,-0.141196,1.74523,0,-0.182394,-0.00886686,-1.5681,-3.04048019818761,241.577,251.95
6.0942,-0.120064,1.6563,1.56833,0.00384589,-0.0255001,0.0782636,0.996599,-0.141192,1.74524,0,-0.182421,-0.00886815,-1.56833,-3.04049660858084,241.577,251.95
6.10043,-0.120064,1.6563,1.56833,0.00384589,-0.0255001,0.0782636,0.996599,-0.141192,1.74524,0,-0.182421,-0.00886815,-1.56833,-3.04049660858084,241.577,251.95
6.1111,-0.120064,1.6563,1.56833,0.00384589,-0.0255001,0.0782636,0.996599,-0.141192,1.74524,0,-0.182421,-0.00886815,-1.56833,-3.04049660858084,241.577,251.95
6.1249,-0.123209,1.65729,1.56825,0.00411944,-0.0291604,0.0696442,0.997137,-0.141201,1.74522,0,-0.182411,-0.00886767,-1.56825,-3.04049055699682,241.577,251.95
6.13888,-0.12376,1.65738,1.56865,-0.00208576,-0.0320318,0.0829037,0.99604,-0.141199,1.7452,0,-0.182458,-0.00886997,-1.56865,-3.04051848949693,241.577,251.95
6.15192,-0.12376,1.65738,1.56865,-0.00208576,-0.0320318,0.0829037,0.99604,-0.141199,1.7452,0,-0.182458,-0.00886997,-1.56865,-3.04051848949693,241.577,251.95
6.16098,-0.12376,1.65738,1.56865,-0.00208576,-0.0320318,0.0829037,0.99604,-0.141199,1.7452,0,-0.182458,-0.00886997,-1.56865,-3.04051848949693,241.577,251.95
6.16962,-0.125297,1.65496,1.56787,-0.00195324,-0.0148592,0.0504964,0.998612,-0.141159,1.7452,0,-0.182367,-0.00886553,-1.56787,-3.04046423087849,241.577,251.95
6.18066,-0.125297,1.65496,1.56787,-0.00195324,-0.0148592,0.0504964,0.998612,-0.141159,1.7452,0,-0.182367,-0.00886553,-1.56787,-3.04046423087849,241.577,251.95
6.19062,-0.125297,1.65496,1.56787,-0.00195324,-0.0148592,0.0504964,0.998612,-0.141159,1.7452,0,-0.182367,-0.00886553,-1.56787,-3.04046423087849,241.577,251.95
6.20548,-0.127266,1.65586,1.56803,-0.000513007,-0.0168545,0.0486304,0.998675,-0.14117,1.74522,0,-0.182385,-0.00886643,-1.56803,-3.04047472581515,241.577,251.95
6.21746,-0.129037,1.65882,1.56804,0.00142656,-0.0264043,0.078901,0.996532,-0.141248,1.74517,0,-0.182386,-0.00886647,-1.56804,-3.0404754220098,241.577,251.95
6.22429,-0.129037,1.65882,1.56804,0.00142656,-0.0264043,0.078901,0.996532,-0.141248,1.74517,0,-0.182386,-0.00886647,-1.56804,-3.0404754220098,241.577,251.95
6.23279,-0.129037,1.65882,1.56804,0.00142656,-0.0264043,0.078901,0.996532,-0.141248,1.74517,0,-0.182386,-0.00886647,-1.56804,-3.0404754220098,241.577,251.95
6.24181,-0.129037,1.65882,1.56804,0.00142656,-0.0264043,0.078901,0.996532,-0.141248,1.74517,0,-0.182386,-0.00886647,-1.56804,-3.0404754220098,241.577,251.95
6.25256,-0.129037,1.65882,1.56804,0.00142656,-0.0264043,0.078901,0.996532,-0.141248,1.74517,0,-0.182386,-0.00886647,-1.56804,-3.0404754220098,241.577,251.95
6.26801,-0.131391,1.65897,1.56824,-0.00143871,-0.0256464,0.0780302,0.99662,-0.141187,1.74518,0,-0.182409,-0.0088676,-1.56824,-3.04048905209272,241.577,251.95
6.28514,-0.131391,1.65897,1.56824,-0.00143871,-0.0256464,0.0780302,0.99662,-0.141187,1.74518,0,-0.182409,-0.0088676,-1.56824,-3.04048905209272,241.577,251.95
6.29524,-0.132745,1.65916,1.56846,0.00153484,-0.0256446,0.0743887,0.996898,-0.141155,1.74522,0,-0.182436,-0.00886888,-1.56846,-3.04050557017073,241.577,251.95
6.30516,-0.133627,1.65912,1.56853,0.000482126,-0.0247377,0.0746376,0.996904,-0.141161,1.74518,0,-0.182444,-0.00886927,-1.56853,-3.04051034088856,241.577,251.95
6.31769,-0.133627,1.65912,1.56853,0.000482126,-0.0247377,0.0746376,0.996904,-0.141161,1.74518,0,-0.182444,-0.00886927,-1.56853,-3.04051034088856,241.577,251.95
6.32865,-0.133627,1.65912,1.56853,0.000482126,-0.0247377,0.0746376,0.996904,-0.141161,1.74518,0,-0.182444,-0.00886927,-1.56853,-3.04051034088856,241.577,251.95
6.34041,-0.135106,1.65905,1.56838,-0.0027741,-0.0258096,0.0789222,0.996543,-0.141194,1.74518,0,-0.182426,-0.00886842,-1.56838,-3.04049929420413,241.577,251.95
6.3526,-0.135106,1.65905,1.56838,-0.0027741,-0.0258096,0.0789222,0.996543,-0.141194,1.74518,0,-0.145212,-0.0283305,-1.56838,-2.62789929787238,266.031,264.736
6.36071,-0.135106,1.65905,1.56838,-0.0027741,-0.0258096,0.0789222,0.996543,-0.141194,1.74518,0,-0.145212,-0.0283305,-1.56838,-2.62789929787238,266.031,264.736
6.37184,-0.136497,1.65907,1.56868,0.000396249,-0.0252563,0.0748604,0.996874,-0.141178,1.74522,0,-0.145239,-0.0283359,-1.56868,-2.62804778618052,266.031,264.736
6.38583,-0.138289,1.65886,1.5686,-0.00192183,-0.0258923,0.0792994,0.996513,-0.141194,1.74522,0,-0.145232,-0.0283344,-1.5686,-2.6280108123909,266.031,264.736
6.39954,-0.13861,1.65897,1.56865,0.00304324,-0.0236589,0.0732715,0.997027,-0.141151,1.74525,0,-0.145237,-0.0283354,-1.56865,-2.62803830180356,266.031,264.736
6.41247,-0.13861,1.65897,1.56865,0.00304324,-0.0236589,0.0732715,0.997027,-0.141151,1.74525,0,-0.145237,-0.0283354,-1.56865,-2.62803830180356,266.031,264.736
6.4238,-0.139489,1.65879,1.56886,0.00131712,-0.0239045,0.0740893,0.996964,-0.141184,1.74522,0,-0.145256,-0.0283392,-1.56886,-2.62814271945427,266.031,264.736
6.43373,-0.139489,1.65879,1.56886,0.00131712,-0.0239045,0.0740893,0.996964,-0.141184,1.74522,0,-0.145256,-0.0283392,-1.56886,-2.62814271945427,266.031,264.736
6.44265,-0.139489,1.65879,1.56886,0.00131712,-0.0239045,0.0740893,0.996964,-0.141184,1.74522,0,-0.145256,-0.0283392,-1.56886,-2.62814271945427,266.031,264.736
6.45434,-0.141758,1.65842,1.56882,-4.3326e-05,-0.0257766,0.0789971,0.996542,-0.141205,1.74522,0,-0.145253,-0.0283385,-1.56882,-2.62812774669626,266.031,264.736
6.46641,-0.141758,1.65842,1.56882,-4.3326e-05,-0.0257766,0.0789971,0.996542,-0.141205,1.74522,0,-0.145253,-0.0283385,-1.56882,-2.62812774669626,266.031,264.736
6.47954,-0.142703,1.65831,1.56926,0.00268441,-0.025097,0.0741784,0.996926,-0.141178,1.74524,0,-0.145293,-0.0283464,-1.56926,-2.6283488858667,266.031,264.736
6.49178,-0.143944,1.65809,1.56937,4.5591e-05,-0.0276193,0.0792104,0.996475,-0.141145,1.74522,0,-0.145304,-0.0283485,-1.56937,-2.62841074098855,266.031,264.736
6.50079,-0.143944,1.65809,1.56937,4.5591e-05,-0.0276193,0.0792104,0.996475,-0.141145,1.74522,0,-0.145304,-0.0283485,-1.56937,-2.62841074098855,266.031,264.736
6.50789,-0.143944,1.65809,1.56937,4.5591e-05,-0.0276193,0.0792104,0.996475,-0.141145,1.74522,0,-0.145304,-0.0283485,-1.56937,-2.62841074098855,266.031,264.736
6.51654,-0.143944,1.65809,1.56937,4.5591e-05,-0.0276193,0.0792104,0.996475,-0.141145,1.74522,0,-0.145304,-0.0283485,-1.56937,-2.62841074098855,266.031,264.736
6.53507,-0.145439,1.65778,1.56965,-0.000333984,-0.0284152,0.079326,0.996444,-0.141165,1.74521,0,-0.145329,-0.0283535,-1.56965,-2.62854780844269,266.031,264.736
6.5494,-0.145439,1.65778,1.56965,-0.000333984,-0.0284152,0.079326,0.996444,-0.141165,1.74521,0,-0.145329,-0.0283535,-1.56965,-2.62854780844269,266.031,264.736
6.55954,-0.145439,1.65778,1.56965,-0.000333984,-0.0284152,0.079326,0.996444,-0.141165,1.74521,0,-0.145329,-0.0283535,-1.56965,-2.62854780844269,266.031,264.736
6.57098,-0.1484,1.65721,1.57087,-0.000976142,-0.0273803,0.0800787,0.996412,-0.141186,1.74518,0,-0.145442,-0.0283754,-1.57087,-2.62917646262448,266.031,264.736
6.57941,-0.149819,1.65687,1.57129,-0.00227301,-0.0262975,0.0799003,0.996453,-0.141141,1.74522,0,-0.145481,-0.028383,-1.57129,-2.62939225533148,266.031,264.736
6.59112,-0.149819,1.65687,1.57129,-0.00227301,-0.0262975,0.0799003,0.996453,-0.141141,1.74522,0,-0.145481,-0.028383,-1.57129,-2.62939225533148,266.031,264.736
6.60095,-0.149819,1.65687,1.57129,-0.00227301,-0.0262975,0.0799003,0.996453,-0.141141,1.74522,0,-0.145481,-0.028383,-1.57129,-2.62939225533148,266.031,264.736
6.6114,-0.149819,1.65687,1.57129,-0.00227301,-0.0262975,0.0799003,0.996453,-0.141141,1.74522,0,-0.145481,-0.028383,-1.57129,-2.62939225533148,266.031,264.736
6.6242,-0.152176,1.65639,1.57124,0.000917624,-0.0185407,0.060764,0.99798,-0.141193,1.74519,0,-0.145476,-0.0283822,-1.57124,-2.62936198080327,266.031,264.736
6.63283,-0.152176,1.65639,1.57124,0.000917624,-0.0185407,0.060764,0.99798,-0.141193,1.74519,0,-0.145476,-0.0283822,-1.57124,-2.62936198080327,266.031,264.736
6.6417,-0.152176,1.65639,1.57124,0.000917624,-0.0185407,0.060764,0.99798,-0.141193,1.74519,0,-0.145476,-0.0283822,-1.57124,-2.62936198080327,266.031,264.736
6.65446,-0.153013,1.65543,1.57209,-0.000645558,-0.0240615,0.0706389,0.997212,-0.141174,1.74518,0,-0.145555,-0.0283975,-1.57209,-2.62979974121514,266.031,264.736
6.66952,-0.154466,1.65351,1.57164,0.000415911,-0.0175463,0.0613636,0.997961,-0.14113,1.74522,0,-0.145513,-0.0283894,-1.57164,-2.62956663729859,266.031,264.736
6.68138,-0.154466,1.65351,1.57164,0.000415911,-0.0175463,0.0613636,0.997961,-0.14113,1.74522,0,-0.145513,-0.0283894,-1.57164,-2.62956663729859,266.031,264.736
6.69212,-0.154466,1.65351,1.57164,0.000415911,-0.0175463,0.0613636,0.997961,-0.14113,1.74522,0,-0.145513,-0.0283894,-1.57164,-2.62956663729859,266.031,264.736
6.70232,-0.154466,1.65351,1.57164,0.000415911,-0.0175463,0.0613636,0.997961,-0.14113,1.74522,0,-0.145513,-0.0283894,-1.57164,-2.62956663729859,266.031,264.736
6.71125,-0.156247,1.6543,1.57242,-0.00279349,-0.0245032,0.0759855,0.996804,-0.141166,1.74521,0,-0.145586,-0.0284035,-1.57242,-2.62997126283645,266.031,264.736
6.72109,-0.156247,1.6543,1.57242,-0.00279349,-0.0245032,0.0759855,0.996804,-0.141166,1.74521,0,-0.145586,-0.0284035,-1.57242,-2.62997126283645,266.031,264.736
6.73257,-0.156247,1.6543,1.57242,-0.00279349,-0.0245032,0.0759855,0.996804,-0.141166,1.74521,0,-0.145586,-0.0284035,-1.57242,-2.62997126283645,266.031,264.736
6.74723,-0.158728,1.65364,1.57288,-2.60081e-05,-0.0222986,0.0627811,0.997778,-0.141132,1.74522,0,-0.145629,-0.0284119,-1.57288,-2.63020772383903,266.031,264.736
6.75847,-0.159393,1.65296,1.57335,-0.00464252,-0.0243718,0.0762102,0.996783,-0.140816,1.74553,0,-0.145672,-0.0284203,-1.57335,-2.63044384613461,266.031,264.736
6.76772,-0.159393,1.65296,1.57335,-0.00464252,-0.0243718,0.0762102,0.996783,-0.140816,1.74553,0,-0.145672,-0.0284203,-1.57335,-2.63044384613461,266.031,264.736
6.77834,-0.16021,1.65262,1.57357,-0.00419692,-0.0243425,0.0753954,0.996848,-0.140821,1.74555,0,-0.145692,-0.0284242,-1.57357,-2.63055365995716,266.031,264.736
6.78652,-0.16021,1.65262,1.57357,-0.00419692,-0.0243425,0.0753954,0.996848,-0.140821,1.74555,0,-0.145692,-0.0284242,-1.57357,-2.63055365995716,266.031,264.736
6.79647,-0.16021,1.65262,1.57357,-0.00419692,-0.0243425,0.0753954,0.996848,-0.140821,1.74555,0,-0.145692,-0.0284242,-1.57357,-2.63055365995716,266.031,264.736
6.80897,-0.161155,1.65214,1.57418,0.000197241,-0.0221763,0.0718869,0.997166,-0.140823,1.74553,0,-0.145749,-0.0284353,-1.57418,-2.63086645344812,266.031,264.736
6.82155,-0.161155,1.65214,1.57418,0.000197241,-0.0221763,0.0718869,0.997166,-0.140823,1.74553,0,-0.119892,-0.0437717,-1.57418,-2.08786642804335,282.959,274.774
6.83262,-0.162977,1.65119,1.57434,0.00198282,-0.0203294,0.0660125,0.99761,-0.140845,1.74553,0,-0.119904,-0.043776,-1.57434,-2.08803133926215,282.959,274.774
6.8433,-0.163627,1.65089,1.57471,0.00224898,-0.021349,0.0660221,0.997587,-0.140864,1.74552,0,-0.119932,-0.0437862,-1.57471,-2.0884142491864,282.959,274.774
6.85288,-0.163627,1.65089,1.57471,0.00224898,-0.021349,0.0660221,0.997587,-0.140864,1.74552,0,-0.119932,-0.0437862,-1.57471,-2.0884142491864,282.959,274.774
6.86301,-0.163627,1.65089,1.57471,0.00224898,-0.021349,0.0660221,0.997587,-0.140864,1.74552,0,-0.119932,-0.0437862,-1.57471,-2.0884142491864,282.959,274.774
6.87317,-0.163627,1.65089,1.57471,0.00224898,-0.021349,0.0660221,0.997587,-0.140864,1.74552,0,-0.119932,-0.0437862,-1.57471,-2.0884142491864,282.959,274.774
6.88578,-0.164317,1.64781,1.57502,-0.00529637,-0.0152657,0.0427301,0.998956,-0.140851,1.7455,0,-0.119956,-0.0437949,-1.57502,-2.08874260392501,282.959,274.774
6.8962,-0.164317,1.64781,1.57502,-0.00529637,-0.0152657,0.0427301,0.998956,-0.140851,1.7455,0,-0.119956,-0.0437949,-1.57502,-2.08874260392501,282.959,274.774
6.90489,-0.165837,1.64748,1.57544,-0.00105179,-0.0135029,0.037997,0.999186,-0.140835,1.74552,0,-0.119988,-0.0438066,-1.57544,-2.08917903397346,282.959,274.774
6.91352,-0.165837,1.64748,1.57544,-0.00105179,-0.0135029,0.037997,0.999186,-0.140835,1.74552,0,-0.119988,-0.0438066,-1.57544,-2.08917903397346,282.959,274.774
6.9258,-0.166486,1.64936,1.57644,0.00248278,-0.0236669,0.0650781,0.997596,-0.140836,1.74558,0,-0.120064,-0.0438343,-1.57644,-2.09021461264234,282.959,274.774
6.93578,-0.166486,1.64936,1.57644,0.00248278,-0.0236669,0.0650781,0.997596,-0.140836,1.74558,0,-0.120064,-0.0438343,-1.57644,-2.09021461264234,282.959,274.774
6.94601,-0.166486,1.64936,1.57644,0.00248278,-0.0236669,0.0650781,0.997596,-0.140836,1.74558,0,-0.120064,-0.0438343,-1.57644,-2.09021461264234,282.959,274.774
6.95565,-0.167151,1.6489,1.57653,-0.00254451,-0.0244778,0.0687997,0.997327,-0.140809,1.74557,0,-0.120071,-0.0438369,-1.57653,-2.09030938889551,282.959,274.774
6.96541,-0.167151,1.6489,1.57653,-0.00254451,-0.0244778,0.0687997,0.997327,-0.140809,1.74557,0,-0.120071,-0.0438369,-1.57653,-2.09030938889551,282.959,274.774
6.98189,-0.167897,1.64839,1.57703,0.000729242,-0.0236625,0.0621657,0.997785,-0.140845,1.74552,0,-0.120109,-0.0438508,-1.57703,-2.09082562053371,282.959,274.774
7.00068,-0.168657,1.64786,1.57732,-0.00271252,-0.0241703,0.0676492,0.997413,-0.140787,1.74554,0,-0.120131,-0.0438588,-1.57732,-2.09112466849722,282.959,274.774
7.01394,-0.168899,1.64761,1.57758,-0.00290833,-0.0240853,0.0671373,0.997449,-0.140801,1.74556,0,-0.120151,-0.0438661,-1.57758,-2.09139607849231,282.959,274.774
7.02405,-0.168899,1.64761,1.57758,-0.00290833,-0.0240853,0.0671373,0.997449,-0.140801,1.74556,0,-0.120151,-0.0438661,-1.57758,-2.09139607849231,282.959,274.774
7.03226,-0.168899,1.64761,1.57758,-0.00290833,-0.0240853,0.0671373,0.997449,-0.140801,1.74556,0,-0.120151,-0.0438661,-1.57758,-2.09139607849231,282.959,274.774
7.04163,-0.169068,1.64742,1.57819,0.00238372,-0.0229096,0.0611319,0.997864,-0.140806,1.74556,0,-0.120198,-0.0438832,-1.57819,-2.0920337456825,282.959,274.774
7.05125,-0.169068,1.64742,1.57819,0.00238372,-0.0229096,0.0611319,0.997864,-0.140806,1.74556,0,-0.120198,-0.0438832,-1.57819,-2.0920337456825,282.959,274.774
7.06263,-0.169068,1.64742,1.57819,0.00238372,-0.0229096,0.0611319,0.997864,-0.140806,1.74556,0,-0.120198,-0.0438832,-1.57819,-2.0920337456825,282.959,274.774
7.07806,-0.169895,1.64657,1.5792,-0.00244892,-0.0236718,0.0656695,0.997558,-0.140823,1.74553,0,-0.120274,-0.043911,-1.5792,-2.09306136412563,282.959,274.774
7.08731,-0.169895,1.64657,1.5792,-0.00244892,-0.0236718,0.0656695,0.997558,-0.140823,1.74553,0,-0.120274,-0.043911,-1.5792,-2.09306136412563,282.959,274.774
7.09989,-0.170041,1.64626,1.58008,0.0025012,-0.0234937,0.060309,0.9979,-0.140875,1.74553,0,-0.120341,-0.0439357,-1.58008,-2.09396331472452,282.959,274.774
7.10699,-0.170041,1.64626,1.58008,0.0025012,-0.0234937,0.060309,0.9979,-0.140875,1.74553,0,-0.120341,-0.0439357,-1.58008,-2.09396331472452,282.959,274.774
7.11617,-0.170041,1.64626,1.58008,0.0025012,-0.0234937,0.060309,0.9979,-0.140875,1.74553,0,-0.120341,-0.0439357,-1.58008,-2.09396331472452,282.959,274.774
7.12993,-0.170377,1.64338,1.58038,0.00047751,-0.0113861,0.0354909,0.999305,-0.140857,1.74554,0,-0.120364,-0.043944,-1.58038,-2.09427425444069,282.959,274.774
7.14149,-0.170377,1.64338,1.58038,0.00047751,-0.0113861,0.0354909,0.999305,-0.140857,1.74554,0,-0.120364,-0.043944,-1.58038,-2.09427425444069,282.959,274.774
7.1561,-0.170611,1.64577,1.58192,0.00677547,-0.0265785,0.0505649,0.998344,-0.140845,1.74551,0,-0.120482,-0.0439869,-1.58192,-2.09586278448371,282.959,274.774
7.16931,-0.173815,1.64214,1.58075,-0.0061425,-0.00193021,0.0469745,0.998875,-0.140822,1.74547,0,-0.120392,-0.0439543,-1.58075,-2.09465055273038,282.959,274.774
7.18001,-0.173815,1.64214,1.58075,-0.0061425,-0.00193021,0.0469745,0.998875,-0.140822,1.74547,0,-0.120392,-0.0439543,-1.58075,-2.09465055273038,282.959,274.774
7.19089,-0.173815,1.64214,1.58075,-0.0061425,-0.00193021,0.0469745,0.998875,-0.140822,1.74547,0,-0.120392,-0.0439543,-1.58075,-2.09465055273038,282.959,274.774
7.20326,-0.173815,1.64214,1.58075,-0.0061425,-0.00193021,0.0469745,0.998875,-0.140822,1.74547,0,-0.120392,-0.0439543,-1.58075,-2.09465055273038,282.959,274.774
7.22157,-0.171994,1.64352,1.58222,-0.000727015,-0.0190444,0.0591172,0.998069,-0.140817,1.7455,0,-0.120504,-0.0439951,-1.58222,-2.09615629695401,282.959,274.774
7.23266,-0.171994,1.64352,1.58222,-0.000727015,-0.0190444,0.0591172,0.998069,-0.140817,1.7455,0,-0.120504,-0.0439951,-1.58222,-2.09615629695401,282.959,274.774
7.24194,-0.171994,1.64352,1.58222,-0.000727015,-0.0190444,0.0591172,0.998069,-0.140817,1.7455,0,-0.120504,-0.0439951,-1.58222,-2.09615629695401,282.959,274.774
7.25254,-0.171997,1.64244,1.58262,0.00383607,-0.0172303,0.0499247,0.998597,-0.14085,1.7455,0,-0.120535,-0.0440063,-1.58262,-2.09657302506829,282.959,274.774
7.2644,-0.172273,1.64219,1.58289,0.000654985,-0.0214405,0.0587843,0.99804,-0.140813,1.74552,0,-0.120555,-0.0440136,-1.58289,-2.09684093053901,282.959,274.774
7.27453,-0.172273,1.64219,1.58289,0.000654985,-0.0214405,0.0587843,0.99804,-0.140813,1.74552,0,-0.120555,-0.0440136,-1.58289,-2.09684093053901,282.959,274.774
7.28724,-0.172273,1.64219,1.58289,0.000654985,-0.0214405,0.0587843,0.99804,-0.140813,1.74552,0,-0.0863786,-0.0373802,-1.58289,-1.34411939974654,305.211,270.456
7.30217,-0.172372,1.64165,1.58351,0.00388291,-0.0194558,0.0528215,0.998407,-0.140818,1.74554,0,-0.0864128,-0.037395,-1.58351,-1.34507464898738,305.211,270.456
7.31122,-0.172372,1.64165,1.58351,0.00388291,-0.0194558,0.0528215,0.998407,-0.140818,1.74554,0,-0.0864128,-0.037395,-1.58351,-1.34507464898738,305.211,270.456
7.32198,-0.171749,1.63817,1.58427,-0.00327315,-0.0112055,0.0322806,0.999411,-0.140838,1.74554,0,-0.0864542,-0.0374129,-1.58427,-1.3462304605995,305.211,270.456
7.32985,-0.171749,1.63817,1.58427,-0.00327315,-0.0112055,0.0322806,0.999411,-0.140838,1.74554,0,-0.0864542,-0.0374129,-1.58427,-1.3462304605995,305.211,270.456
7.34552,-0.17308,1.63837,1.58469,-0.00789114,-0.00859976,0.0533329,0.998509,-0.14082,1.74554,0,-0.0864773,-0.0374229,-1.58469,-1.34687522596053,305.211,270.456
7.35781,-0.172503,1.63821,1.58466,-0.000977428,-0.0140682,0.0544831,0.998415,-0.140758,1.74555,0,-0.0864754,-0.0374221,-1.58466,-1.34682232943249,305.211,270.456
7.36903,-0.172503,1.63821,1.58466,-0.000977428,-0.0140682,0.0544831,0.998415,-0.140758,1.74555,0,-0.0864754,-0.0374221,-1.58466,-1.34682232943249,305.211,270.456
7.37914,-0.172503,1.63821,1.58466,-0.000977428,-0.0140682,0.0544831,0.998415,-0.140758,1.74555,0,-0.0864754,-0.0374221,-1.58466,-1.34682232943249,305.211,270.456
7.3896,-0.172503,1.63821,1.58466,-0.000977428,-0.0140682,0.0544831,0.998415,-0.140758,1.74555,0,-0.0864754,-0.0374221,-1.58466,-1.34682232943249,305.211,270.456
7.40351,-0.173079,1.63853,1.58464,0.00600449,-0.0205356,0.0504513,0.998497,-0.140764,1.74556,0,-0.0864744,-0.0374217,-1.58464,-1.34679461060335,305.211,270.456
7.41934,-0.173421,1.63688,1.58455,0.00641739,-0.0188871,0.0502097,0.998539,-0.140823,1.74553,0,-0.0864697,-0.0374196,-1.58455,-1.3466630548162,305.211,270.456
7.43201,-0.173421,1.63688,1.58455,0.00641739,-0.0188871,0.0502097,0.998539,-0.140823,1.74553,0,-0.0864697,-0.0374196,-1.58455,-1.3466630548162,305.211,270.456
7.44326,-0.173834,1.63616,1.5844,0.00106061,-0.0207274,0.0563501,0.998195,-0.140766,1.74556,0,-0.086461,-0.0374159,-1.5844,-1.34642060402159,305.211,270.456
7.45502,-0.173834,1.63616,1.5844,0.00106061,-0.0207274,0.0563501,0.998195,-0.140766,1.74556,0,-0.086461,-0.0374159,-1.5844,-1.34642060402159,305.211,270.456
7.47049,-0.173834,1.63616,1.5844,0.00106061,-0.0207274,0.0563501,0.998195,-0.140766,1.74556,0,-0.086461,-0.0374159,-1.5844,-1.34642060402159,305.211,270.456
