t,XxV,XyV,XzV,qx,qy,qz,qw,ZxW,ZyW,ZzW,ExB,EyB,EzB,eta,E1I,E2I
12.7506,-0.270487,1.60541,1.60489,-0.0026286,-0.0115533,0.0308089,0.999455,-0.140667,1.74563,0,0.0546428,-0.00421479,-1.60489,-0.0281582274062467,396.541,248.83
12.7634,-0.270487,1.60541,1.60489,-0.0026286,-0.0115533,0.0308089,0.999455,-0.140667,1.74563,0,0.0546428,-0.00421479,-1.60489,-0.0281582274062467,396.541,248.83
12.7737,-0.269976,1.60524,1.60488,-0.0029265,-0.0118684,0.0296895,0.999484,-0.140692,1.7456,0,0.0546425,-0.00421477,-1.60488,-0.0281581502814805,396.541,248.83
12.7854,-0.269976,1.60524,1.60488,-0.0029265,-0.0118684,0.0296895,0.999484,-0.140692,1.7456,0,0.0546425,-0.00421477,-1.60488,-0.0281581502814805,396.541,248.83
12.7959,-0.269976,1.60524,1.60488,-0.0029265,-0.0118684,0.0296895,0.999484,-0.140692,1.7456,0,0.0546425,-0.00421477,-1.60488,-0.0281581502814805,396.541,248.83
12.8064,-0.269504,1.60491,1.60462,-0.00409026,-0.0129323,0.0297864,0.999464,-0.140722,1.7456,0,0.0546336,-0.00421408,-1.60462,-0.0281552165954488,396.541,248.83
12.819,-0.269183,1.60466,1.60444,-0.00479785,-0.0135376,0.0289053,0.999479,-0.140772,1.74558,0,0.0546275,-0.00421361,-1.60444,-0.0281532251736364,396.541,248.83
12.8332,-0.269183,1.60466,1.60444,-0.00479785,-0.0135376,0.0289053,0.999479,-0.140772,1.74558,0,0.0546275,-0.00421361,-1.60444,-0.0281532251736364,396.541,248.83
12.854,-0.26942,1.60437,1.60455,-0.00498324,-0.0117107,0.0233943,0.999645,-0.140718,1.74562,0,0.0546313,-0.0042139,-1.60455,-0.0281544471403261,396.541,248.83
12.8649,-0.26942,1.60437,1.60455,-0.00498324,-0.0117107,0.0233943,0.999645,-0.140718,1.74562,0,0.0546313,-0.0042139,-1.60455,-0.0281544471403261,396.541,248.83
12.8748,-0.26942,1.60437,1.60455,-0.00498324,-0.0117107,0.0233943,0.999645,-0.140718,1.74562,0,0.0546313,-0.0042139,-1.60455,-0.0281544471403261,396.541,248.83
12.8864,-0.268322,1.60664,1.60448,-0.000952576,-0.0232691,0.047445,0.998602,-0.140708,1.74561,0,0.054629,-0.00421372,-1.60448,-0.028153677661515,396.541,248.83
12.9006,-0.268579,1.60408,1.60431,-0.00560901,-0.0119445,0.0266243,0.999558,-0.140687,1.74561,0,0.0546232,-0.00421328,-1.60431,-0.028151830045024,396.541,248.83
12.9141,-0.268565,1.60405,1.60424,-0.00601222,-0.0111636,0.0258125,0.999586,-0.140708,1.74562,0,0.0335186,0.00235484,-1.60424,0.018320900807445,382.984,244.611
12.9232,-0.268565,1.60405,1.60424,-0.00601222,-0.0111636,0.0258125,0.999586,-0.140708,1.74562,0,0.0335186,0.00235484,-1.60424,0.018320900807445,382.984,244.611
12.9347,-0.268565,1.60405,1.60424,-0.00601222,-0.0111636,0.0258125,0.999586,-0.140708,1.74562,0,0.0335186,0.00235484,-1.60424,0.018320900807445,382.984,244.611
12.9455,-0.268565,1.60405,1.60424,-0.00601222,-0.0111636,0.0258125,0.999586,-0.140708,1.74562,0,0.0335186,0.00235484,-1.60424,0.018320900807445,382.984,244.611
12.9544,-0.268565,1.60405,1.60424,-0.00601222,-0.0111636,0.0258125,0.999586,-0.140708,1.74562,0,0.0335186,0.00235484,-1.60424,0.018320900807445,382.984,244.611
12.9644,-0.268423,1.60402,1.60403,-0.00629618,-0.00922254,0.0252332,0.999619,-0.14073,1.7456,0,0.0335143,0.00235454,-1.60403,0.0183191800878398,382.984,244.611
12.9756,-0.268423,1.60402,1.60403,-0.00629618,-0.00922254,0.0252332,0.999619,-0.14073,1.7456,0,0.0335143,0.00235454,-1.60403,0.0183191800878398,382.984,244.611
12.9887,-0.268303,1.60392,1.60347,-0.00540163,-0.00850974,0.023552,0.999672,-0.140714,1.7456,0,0.0335025,0.00235371,-1.60347,0.0183144050556233,382.984,244.611
13.0084,-0.268319,1.60394,1.60327,-0.00515346,-0.00870595,0.0229684,0.999685,-0.14074,1.74561,0,0.0334985,0.00235343,-1.60327,0.0183127967500039,382.984,244.611
13.0168,-0.268319,1.60394,1.60327,-0.00515346,-0.00870595,0.0229684,0.999685,-0.14074,1.74561,0,0.0334985,0.00235343,-1.60327,0.0183127967500039,382.984,244.611
13.0274,-0.268319,1.60394,1.60327,-0.00515346,-0.00870595,0.0229684,0.999685,-0.14074,1.74561,0,0.0334985,0.00235343,-1.60327,0.0183127967500039,382.984,244.611
13.035,-0.268319,1.60394,1.60327,-0.00515346,-0.00870595,0.0229684,0.999685,-0.14074,1.74561,0,0.0334985,0.00235343,-1.60327,0.0183127967500039,382.984,244.611
13.051,-0.268342,1.60394,1.60312,-0.00427696,-0.00891781,0.0224242,0.9997,-0.140768,1.74564,0,0.0334953,0.00235321,-1.60312,0.0183115411524516,382.984,244.611
13.0639,-0.268342,1.60394,1.60312,-0.00427696,-0.00891781,0.0224242,0.9997,-0.140768,1.74564,0,0.0334953,0.00235321,-1.60312,0.0183115411524516,382.984,244.611
13.0757,-0.268342,1.60394,1.60312,-0.00427696,-0.00891781,0.0224242,0.9997,-0.140768,1.74564,0,0.0334953,0.00235321,-1.60312,0.0183115411524516,382.984,244.611
13.0869,-0.268342,1.60394,1.60312,-0.00427696,-0.00891781,0.0224242,0.9997,-0.140768,1.74564,0,0.0334953,0.00235321,-1.60312,0.0183115411524516,382.984,244.611
13.0959,-0.268342,1.60394,1.60312,-0.00427696,-0.00891781,0.0224242,0.9997,-0.140768,1.74564,0,0.0334953,0.00235321,-1.60312,0.0183115411524516,382.984,244.611
13.107,-0.268443,1.60412,1.60327,-0.00449938,-0.00985872,0.0216336,0.999707,-0.1407,1.74565,0,0.0334984,0.00235343,-1.60327,0.018312810998199,382.984,244.611
13.12,-0.268174,1.60404,1.60381,-0.00122571,-0.00977336,0.0190958,0.999769,-0.140753,1.74559,0,0.0335097,0.00235422,-1.60381,0.0183173464266151,382.984,244.611
13.1331,-0.268013,1.60439,1.60361,-0.00678038,-0.0150808,0.0197244,0.999669,-0.140743,1.74559,0,0.0335055,0.00235392,-1.60361,0.0183156112190695,382.984,244.611
13.1459,-0.268013,1.60439,1.60361,-0.00678038,-0.0150808,0.0197244,0.999669,-0.140743,1.74559,0,0.0335055,0.00235392,-1.60361,0.0183156112190695,382.984,244.611
13.1567,-0.268013,1.60439,1.60361,-0.00678038,-0.0150808,0.0197244,0.999669,-0.140743,1.74559,0,0.0335055,0.00235392,-1.60361,0.0183156112190695,382.984,244.611
13.1691,-0.268188,1.60413,1.60417,-0.00162706,-0.0105832,0.018799,0.999766,-0.140777,1.74561,0,0.0335173,0.00235475,-1.60417,0.0183203860288651,382.984,244.611
13.1766,-0.268188,1.60413,1.60417,-0.00162706,-0.0105832,0.018799,0.999766,-0.140777,1.74561,0,0.0335173,0.00235475,-1.60417,0.0183203860288651,382.984,244.611
13.1899,-0.268188,1.60413,1.60417,-0.00162706,-0.0105832,0.018799,0.999766,-0.140777,1.74561,0,0.0335173,0.00235475,-1.60417,0.0183203860288651,382.984,244.611
13.2015,-0.268188,1.60413,1.60417,-0.00162706,-0.0105832,0.018799,0.999766,-0.140777,1.74561,0,0.0335173,0.00235475,-1.60417,0.0183203860288651,382.984,244.611
13.2143,-0.268443,1.60439,1.6047,-0.00469926,-0.0113401,0.0218393,0.999686,-0.140759,1.7456,0,0.0335282,0.00235552,-1.6047,0.018324821584754,382.984,244.611
13.229,-0.268823,1.60426,1.6052,-0.00736408,-0.00913397,0.023371,0.999658,-0.14072,1.74561,0,0.0335387,0.00235626,-1.6052,0.0183290800994148,382.984,244.611
13.2396,-0.268475,1.60447,1.60577,-0.00517075,-0.010762,0.022202,0.999682,-0.140718,1.74562,0,0.0335507,0.0023571,-1.60577,0.0183339016839878,382.984,244.611
13.2526,-0.268475,1.60447,1.60577,-0.00517075,-0.010762,0.022202,0.999682,-0.140718,1.74562,0,0.0335507,0.0023571,-1.60577,0.0183339016839878,382.984,244.611
13.2647,-0.268475,1.60447,1.60577,-0.00517075,-0.010762,0.022202,0.999682,-0.140718,1.74562,0,0.0335507,0.0023571,-1.60577,0.0183339016839878,382.984,244.611
13.2784,-0.268676,1.60434,1.6062,-0.0046265,-0.00885177,0.0201795,0.999747,-0.140662,1.74561,0,0.0335595,0.00235772,-1.6062,0.0183374680435978,382.984,244.611
13.289,-0.268676,1.60434,1.6062,-0.0046265,-0.00885177,0.0201795,0.999747,-0.140662,1.74561,0,0.0335595,0.00235772,-1.6062,0.0183374680435978,382.984,244.611
13.3043,-0.268676,1.60434,1.6062,-0.0046265,-0.00885177,0.0201795,0.999747,-0.140662,1.74561,0,0.0335595,0.00235772,-1.6062,0.0183374680435978,382.984,244.611
13.3147,-0.268547,1.60432,1.60731,-0.00294718,-0.00976696,0.0203053,0.999742,-0.140708,1.74557,0,0.0335829,0.00235936,-1.60731,0.0183468817978066,382.984,244.611
13.3206,-0.268547,1.60432,1.60731,-0.00294718,-0.00976696,0.0203053,0.999742,-0.140708,1.74557,0,0.0335829,0.00235936,-1.60731,0.0183468817978066,382.984,244.611
13.3358,-0.268776,1.60422,1.60769,-0.00355255,-0.00775748,0.0199603,0.999764,-0.140706,1.74559,0,0.0335908,0.00235992,-1.60769,0.018350108340087,382.984,244.611
13.3479,-0.268997,1.60415,1.60791,-0.00367137,-0.0065871,0.0215403,0.99974,-0.140691,1.74559,0,0.0335953,0.00236024,-1.60791,0.0183519539386408,382.984,244.611
13.3613,-0.268997,1.60415,1.60791,-0.00367137,-0.0065871,0.0215403,0.99974,-0.140691,1.74559,0,0.0335953,0.00236024,-1.60791,0.0183519539386408,382.984,244.611
13.3724,-0.268997,1.60415,1.60791,-0.00367137,-0.0065871,0.0215403,0.99974,-0.140691,1.74559,0,0.0295629,0.00846512,-1.60791,0.0678542672351847,380.4,240.699
13.3848,-0.268425,1.60409,1.60878,0.000210336,-0.00961755,0.0219684,0.999712,-0.140693,1.74563,0,0.0295788,0.00846968,-1.60878,0.0678820685641217,380.4,240.699
13.3932,-0.268425,1.60409,1.60878,0.000210336,-0.00961755,0.0219684,0.999712,-0.140693,1.74563,0,0.0295788,0.00846968,-1.60878,0.0678820685641217,380.4,240.699
13.4038,-0.268425,1.60409,1.60878,0.000210336,-0.00961755,0.0219684,0.999712,-0.140693,1.74563,0,0.0295788,0.00846968,-1.60878,0.0678820685641217,380.4,240.699
13.4187,-0.268502,1.60386,1.60938,3.97739e-06,-0.00825262,0.0210048,0.999745,-0.140696,1.74562,0,0.0295899,0.00847287,-1.60938,0.0679015255308165,380.4,240.699
13.4298,-0.268502,1.60386,1.60938,3.97739e-06,-0.00825262,0.0210048,0.999745,-0.140696,1.74562,0,0.0295899,0.00847287,-1.60938,0.0679015255308165,380.4,240.699
13.4438,-0.268525,1.60347,1.61018,4.7394e-05,-0.00627139,0.0201937,0.999776,-0.140715,1.74562,0,0.0296046,0.00847707,-1.61018,0.0679270909788333,380.4,240.699
13.454,-0.268409,1.60319,1.61068,0.00105576,-0.00475568,0.0200872,0.999786,-0.140697,1.74563,0,0.0296139,0.00847972,-1.61068,0.0679432048211193,380.4,240.699
13.4617,-0.268409,1.60319,1.61068,0.00105576,-0.00475568,0.0200872,0.999786,-0.140697,1.74563,0,0.0296139,0.00847972,-1.61068,0.0679432048211193,380.4,240.699
13.4721,-0.268409,1.60319,1.61068,0.00105576,-0.00475568,0.0200872,0.999786,-0.140697,1.74563,0,0.0296139,0.00847972,-1.61068,0.0679432048211193,380.4,240.699
13.483,-0.268409,1.60319,1.61068,0.00105576,-0.00475568,0.0200872,0.999786,-0.140697,1.74563,0,0.0296139,0.00847972,-1.61068,0.0679432048211193,380.4,240.699
13.494,-0.268409,1.60319,1.61068,0.00105576,-0.00475568,0.0200872,0.999786,-0.140697,1.74563,0,0.0296139,0.00847972,-1.61068,0.0679432048211193,380.4,240.699
13.5056,-0.268409,1.60319,1.61068,0.00105576,-0.00475568,0.0200872,0.999786,-0.140697,1.74563,0,0.0296139,0.00847972,-1.61068,0.0679432048211193,380.4,240.699
13.5179,-0.26804,1.60259,1.61183,0.00115741,-0.00464189,0.0204261,0.99978,-0.140881,1.74578,0,0.029635,0.00848578,-1.61183,0.0679801355632274,380.4,240.699
13.5276,-0.26804,1.60259,1.61183,0.00115741,-0.00464189,0.0204261,0.99978,-0.140881,1.74578,0,0.029635,0.00848578,-1.61183,0.0679801355632274,380.4,240.699
13.5432,-0.266538,1.60164,1.61375,-0.00393635,-0.00499484,0.0208235,0.999763,-0.140724,1.74561,0,0.0296702,0.00849585,-1.61375,0.0680414009491579,380.4,240.699
13.5515,-0.266538,1.60164,1.61375,-0.00393635,-0.00499484,0.0208235,0.999763,-0.140724,1.74561,0,0.0296702,0.00849585,-1.61375,0.0680414009491579,380.4,240.699
13.5654,-0.265939,1.60044,1.61471,-0.00667302,-0.00735556,0.019523,0.99976,-0.140759,1.74559,0,0.0296879,0.00850092,-1.61471,0.0680722454554908,380.4,240.699
13.5772,-0.265939,1.60044,1.61471,-0.00667302,-0.00735556,0.019523,0.99976,-0.140759,1.74559,0,0.0296879,0.00850092,-1.61471,0.0680722454554908,380.4,240.699
13.588,-0.265939,1.60044,1.61471,-0.00667302,-0.00735556,0.019523,0.99976,-0.140759,1.74559,0,0.0296879,0.00850092,-1.61471,0.0680722454554908,380.4,240.699
13.5984,-0.265939,1.60044,1.61471,-0.00667302,-0.00735556,0.019523,0.99976,-0.140759,1.74559,0,0.0296879,0.00850092,-1.61471,0.0680722454554908,380.4,240.699
13.6132,-0.265541,1.60011,1.61547,-0.0057715,-0.00812168,0.0183864,0.999781,-0.140751,1.74559,0,0.029702,0.00850495,-1.61547,0.0680967397945684,380.4,240.699
13.624,-0.265541,1.60011,1.61547,-0.0057715,-0.00812168,0.0183864,0.999781,-0.140751,1.74559,0,0.029702,0.00850495,-1.61547,0.0680967397945684,380.4,240.699
13.6347,-0.265541,1.60011,1.61547,-0.0057715,-0.00812168,0.0183864,0.999781,-0.140751,1.74559,0,0.029702,0.00850495,-1.61547,0.0680967397945684,380.4,240.699
13.6461,-0.265541,1.60011,1.61547,-0.0057715,-0.00812168,0.0183864,0.999781,-0.140751,1.74559,0,0.029702,0.00850495,-1.61547,0.0680967397945684,380.4,240.699
13.6562,-0.263537,1.59757,1.61779,-0.00103013,-0.00832678,0.0232357,0.999695,-0.140702,1.74563,0,0.0297446,0.00851717,-1.61779,0.0681710629553305,380.4,240.699
13.6643,-0.263537,1.59757,1.61779,-0.00103013,-0.00832678,0.0232357,0.999695,-0.140702,1.74563,0,0.0297446,0.00851717,-1.61779,0.0681710629553305,380.4,240.699
13.6748,-0.262601,1.59657,1.61841,-0.00156229,-0.00785769,0.0224805,0.999715,-0.140749,1.7456,0,0.0297559,0.0085204,-1.61841,0.0681906777440181,380.4,240.699
13.6863,-0.262601,1.59657,1.61841,-0.00156229,-0.00785769,0.0224805,0.999715,-0.140749,1.7456,0,0.0297559,0.0085204,-1.61841,0.0681906777440181,380.4,240.699
13.6976,-0.262015,1.596,1.61888,-0.00240548,-0.00827492,0.0220813,0.999719,-0.140761,1.7456,0,0.0297645,0.00852287,-1.61888,0.0682056972958878,380.4,240.699
13.7097,-0.262015,1.596,1.61888,-0.00240548,-0.00827492,0.0220813,0.999719,-0.140761,1.7456,0,0.0297645,0.00852287,-1.61888,0.0682056972958878,380.4,240.699
13.7185,-0.262015,1.596,1.61888,-0.00240548,-0.00827492,0.0220813,0.999719,-0.140761,1.7456,0,0.0297645,0.00852287,-1.61888,0.0682056972958878,380.4,240.699
13.732,-0.26083,1.59673,1.61974,-0.00357267,-0.0216529,0.0476933,0.998621,-0.14075,1.74562,0,0.0297804,0.0085274,-1.61974,0.0682331682944514,380.4,240.699
13.742,-0.26083,1.59673,1.61974,-0.00357267,-0.0216529,0.0476933,0.998621,-0.14075,1.74562,0,0.0297804,0.0085274,-1.61974,0.0682331682944514,380.4,240.699
13.7561,-0.25971,1.59601,1.61996,-0.00529694,-0.022706,0.0486869,0.998542,-0.140735,1.74563,0,0.0297844,0.00852854,-1.61996,0.0682400811291532,380.4,240.699
13.7691,-0.25899,1.59566,1.62012,-0.00394146,-0.0236025,0.0472776,0.998595,-0.140713,1.74564,0,0.0297874,0.00852941,-1.62012,0.0682453851055288,380.4,240.699
13.7793,-0.25899,1.59566,1.62012,-0.00394146,-0.0236025,0.0472776,0.998595,-0.140713,1.74564,0,0.0297874,0.00852941,-1.62012,0.0682453851055288,380.4,240.699
13.7897,-0.25899,1.59566,1.62012,-0.00394146,-0.0236025,0.0472776,0.998595,-0.140713,1.74564,0,0.0361387,0.00439704,-1.62012,0.0335171336480219,384.44,243.327
13.8008,-0.258493,1.59461,1.61973,-0.0035942,-0.0272514,0.0475071,0.998493,-0.140699,1.74561,0,0.0361301,0.00439599,-1.61973,0.0335113318565087,384.44,243.327
13.8125,-0.258493,1.59461,1.61973,-0.0035942,-0.0272514,0.0475071,0.998493,-0.140699,1.74561,0,0.0361301,0.00439599,-1.61973,0.0335113318565087,384.44,243.327
13.8228,-0.258493,1.59461,1.61973,-0.0035942,-0.0272514,0.0475071,0.998493,-0.140699,1.74561,0,0.0361301,0.00439599,-1.61973,0.0335113318565087,384.44,243.327
13.8355,-0.256558,1.59354,1.61903,-0.00470523,-0.0236853,0.0456315,0.998666,-0.140688,1.74562,0,0.0361143,0.00439407,-1.61903,0.0335007398585621,384.44,243.327
13.8471,-0.255506,1.59272,1.61819,-0.00405622,-0.0247985,0.0450227,0.99867,-0.14068,1.74562,0,0.0360957,0.00439181,-1.61819,0.0334882694450979,384.44,243.327
13.8561,-0.255506,1.59272,1.61819,-0.00405622,-0.0247985,0.0450227,0.99867,-0.14068,1.74562,0,0.0360957,0.00439181,-1.61819,0.0334882694450979,384.44,243.327
13.8663,-0.254547,1.59239,1.61759,-0.00045206,-0.0238824,0.0398409,0.998921,-0.140679,1.74563,0,0.0360823,0.00439018,-1.61759,0.0334792692546388,384.44,243.327
13.875,-0.254547,1.59239,1.61759,-0.00045206,-0.0238824,0.0398409,0.998921,-0.140679,1.74563,0,0.0360823,0.00439018,-1.61759,0.0334792692546388,384.44,243.327
13.8876,-0.253395,1.59163,1.61651,-0.00286777,-0.0237168,0.0441044,0.998741,-0.140693,1.74565,0,0.0360583,0.00438726,-1.61651,0.0334631403466482,384.44,243.327
13.9028,-0.253395,1.59163,1.61651,-0.00286777,-0.0237168,0.0441044,0.998741,-0.140693,1.74565,0,0.0360583,0.00438726,-1.61651,0.0334631403466482,384.44,243.327
13.9155,-0.253395,1.59163,1.61651,-0.00286777,-0.0237168,0.0441044,0.998741,-0.140693,1.74565,0,0.0360583,0.00438726,-1.61651,0.0334631403466482,384.44,243.327
13.926,-0.251332,1.59067,1.61468,0.00126106,-0.0227721,0.0382957,0.999006,-0.140718,1.7456,0,0.0360174,0.00438228,-1.61468,0.0334356111181445,384.44,243.327
13.9329,-0.251332,1.59067,1.61468,0.00126106,-0.0227721,0.0382957,0.999006,-0.140718,1.7456,0,0.0360174,0.00438228,-1.61468,0.0334356111181445,384.44,243.327
13.9593,-0.249895,1.58989,1.61337,0.00202409,-0.0217612,0.0346353,0.999161,-0.140746,1.74559,0,0.0359882,0.00437873,-1.61337,0.0334159876549959,384.44,243.327
13.9762,-0.249099,1.58952,1.61267,0.00136378,-0.021864,0.0346838,0.999158,-0.140739,1.74561,0,0.0359725,0.00437681,-1.61267,0.0334053471249677,384.44,243.327
13.9876,-0.249099,1.58952,1.61267,0.00136378,-0.021864,0.0346838,0.999158,-0.140739,1.74561,0,0.0359725,0.00437681,-1.61267,0.0334053471249677,384.44,243.327
13.9984,-0.249099,1.58952,1.61267,0.00136378,-0.021864,0.0346838,0.999158,-0.140739,1.74561,0,0.0359725,0.00437681,-1.61267,0.0334053471249677,384.44,243.327
14.0095,-0.247904,1.58893,1.61161,0.000890355,-0.0212806,0.0335231,0.999211,-0.140763,1.7456,0,0.0359489,0.00437395,-1.61161,0.0333895468323807,384.44,243.327
14.018,-0.247904,1.58893,1.61161,0.000890355,-0.0212806,0.0335231,0.999211,-0.140763,1.7456,0,0.0359489,0.00437395,-1.61161,0.0333895468323807,384.44,243.327
14.0261,-0.247904,1.58893,1.61161,0.000890355,-0.0212806,0.0335231,0.999211,-0.140763,1.7456,0,0.0359489,0.00437395,-1.61161,0.0333895468323807,384.44,243.327
14.0412,-0.246814,1.58843,1.61075,0.00154188,-0.0209635,0.0331075,0.999231,-0.140735,1.74563,0,0.0359296,0.0043716,-1.61075,0.0333765364635573,384.44,243.327
14.055,-0.245489,1.58781,1.60998,-0.000194382,-0.0219418,0.0332491,0.999206,-0.140742,1.74563,0,0.0359125,0.00436951,-1.60998,0.0333649458346722,384.44,243.327
14.0649,-0.245489,1.58781,1.60998,-0.000194382,-0.0219418,0.0332491,0.999206,-0.140742,1.74563,0,0.0359125,0.00436951,-1.60998,0.0333649458346722,384.44,243.327
14.0761,-0.245489,1.58781,1.60998,-0.000194382,-0.0219418,0.0332491,0.999206,-0.140742,1.74563,0,0.0359125,0.00436951,-1.60998,0.0333649458346722,384.44,243.327
14.0839,-0.245489,1.58781,1.60998,-0.000194382,-0.0219418,0.0332491,0.999206,-0.140742,1.74563,0,0.0359125,0.00436951,-1.60998,0.0333649458346722,384.44,243.327
14.094,-0.245489,1.58781,1.60998,-0.000194382,-0.0219418,0.0332491,0.999206,-0.140742,1.74563,0,0.0359125,0.00436951,-1.60998,0.0333649458346722,384.44,243.327
14.1078,-0.244715,1.58726,1.6095,-0.00264894,-0.0227644,0.037103,0.999049,-0.140756,1.7456,0,0.0359017,0.00436821,-1.6095,0.0333577764890676,384.44,243.327
14.1202,-0.244715,1.58726,1.6095,-0.00264894,-0.0227644,0.037103,0.999049,-0.140756,1.7456,0,0.0359017,0.00436821,-1.6095,0.0333577764890676,384.44,243.327
14.1341,-0.242633,1.58674,1.60861,-0.00230813,-0.0210748,0.0374589,0.999073,-0.140707,1.7456,0,0.0358819,0.0043658,-1.60861,0.0333444260873075,384.44,243.327
14.1433,-0.242633,1.58674,1.60861,-0.00230813,-0.0210748,0.0374589,0.999073,-0.140707,1.7456,0,0.0358819,0.0043658,-1.60861,0.0333444260873075,384.44,243.327
14.1524,-0.241873,1.58648,1.60879,-0.00253097,-0.0244105,0.0365357,0.999031,-0.140719,1.7456,0,0.0358861,0.0043663,-1.60879,0.0333471727612654,384.44,243.327
14.167,-0.241873,1.58648,1.60879,-0.00253097,-0.0244105,0.0365357,0.999031,-0.140719,1.7456,0,0.0358861,0.0043663,-1.60879,0.0333471727612654,384.44,243.327
14.1794,-0.241013,1.58614,1.6088,-0.00416926,-0.0241419,0.036026,0.99905,-0.140751,1.7456,0,0.0358862,0.00436632,-1.6088,0.0333472999367956,384.44,243.327
14.1914,-0.241013,1.58614,1.6088,-0.00416926,-0.0241419,0.036026,0.99905,-0.140751,1.7456,0,0.0358862,0.00436632,-1.6088,0.0333472999367956,384.44,243.327
14.2034,-0.241013,1.58614,1.6088,-0.00416926,-0.0241419,0.036026,0.99905,-0.140751,1.7456,0,0.0358862,0.00436632,-1.6088,0.0333472999367956,384.44,243.327
14.2161,-0.240071,1.58593,1.60889,-0.00409956,-0.0259072,0.0370862,0.998968,-0.140737,1.74563,0,0.0358881,0.00436655,-1.60889,0.0333485714917362,384.44,243.327
14.2262,-0.240071,1.58593,1.60889,-0.00409956,-0.0259072,0.0370862,0.998968,-0.140737,1.74563,0,0.0358881,0.00436655,-1.60889,0.0333485714917362,384.44,243.327
14.2377,-0.239656,1.58574,1.60879,-0.00313753,-0.0246153,0.0363041,0.999033,-0.140675,1.74565,0,0.0358861,0.0043663,-1.60879,0.0333471727612654,384.44,243.327
14.2525,-0.239656,1.58574,1.60879,-0.00313753,-0.0246153,0.0363041,0.999033,-0.140675,1.74565,0,0.0358861,0.0043663,-1.60879,0.0333471727612654,384.44,243.327
14.2681,-0.239331,1.58596,1.60862,-0.00365987,-0.0228682,0.0398453,0.998937,-0.140732,1.74563,0,0.0193335,0.01881,-1.60862,0.163058049071363,373.838,234.076
14.2796,-0.239331,1.58596,1.60862,-0.00365987,-0.0228682,0.0398453,0.998937,-0.140732,1.74563,0,0.0193335,0.01881,-1.60862,0.163058049071363,373.838,234.076
14.2893,-0.239331,1.58596,1.60862,-0.00365987,-0.0228682,0.0398453,0.998937,-0.140732,1.74563,0,0.0193335,0.01881,-1.60862,0.163058049071363,373.838,234.076
14.2984,-0.238801,1.58593,1.60855,-0.00431704,-0.0220781,0.040353,0.998932,-0.14072,1.74563,0,0.0193327,0.0188092,-1.60855,0.163052357159874,373.838,234.076
14.3129,-0.238294,1.58601,1.60883,-0.00421392,-0.0353329,0.0419383,0.998486,-0.140728,1.74564,0,0.0193361,0.0188125,-1.60883,0.16307569559947,373.838,234.076
14.3268,-0.237871,1.5863,1.60883,0.000201459,-0.0336214,0.0370242,0.998749,-0.140773,1.74561,0,0.0193361,0.0188125,-1.60883,0.16307569559947,373.838,234.076
14.3411,-0.237871,1.5863,1.60883,0.000201459,-0.0336214,0.0370242,0.998749,-0.140773,1.74561,0,0.0193361,0.0188125,-1.60883,0.16307569559947,373.838,234.076
14.3516,-0.237871,1.5863,1.60883,0.000201459,-0.0336214,0.0370242,0.998749,-0.140773,1.74561,0,0.0193361,0.0188125,-1.60883,0.16307569559947,373.838,234.076
14.3615,-0.237871,1.5863,1.60883,0.000201459,-0.0336214,0.0370242,0.998749,-0.140773,1.74561,0,0.0193361,0.0188125,-1.60883,0.16307569559947,373.838,234.076
14.3734,-0.23806,1.58634,1.60878,-0.00400498,-0.0345367,0.0439836,0.998427,-0.140734,1.74561,0,0.0193355,0.0188119,-1.60878,0.163071426888787,373.838,234.076
14.3846,-0.23806,1.58634,1.60878,-0.00400498,-0.0345367,0.0439836,0.998427,-0.140734,1.74561,0,0.0193355,0.0188119,-1.60878,0.163071426888787,373.838,234.076
14.3986,-0.237268,1.58705,1.60917,-0.000986556,-0.0295844,0.0392128,0.998792,-0.140754,1.74559,0,0.0193402,0.0188165,-1.60917,0.163104012240915,373.838,234.076
14.4139,-0.237426,1.58735,1.60928,-0.0012932,-0.030917,0.0394835,0.998741,-0.140717,1.74559,0,0.0193415,0.0188178,-1.60928,0.163113260200033,373.838,234.076
14.4224,-0.237426,1.58735,1.60928,-0.0012932,-0.030917,0.0394835,0.998741,-0.140717,1.74559,0,0.0193415,0.0188178,-1.60928,0.163113260200033,373.838,234.076
14.4355,-0.237426,1.58735,1.60928,-0.0012932,-0.030917,0.0394835,0.998741,-0.140717,1.74559,0,0.0193415,0.0188178,-1.60928,0.163113260200033,373.838,234.076
14.4469,-0.237426,1.58735,1.60928,-0.0012932,-0.030917,0.0394835,0.998741,-0.140717,1.74559,0,0.0193415,0.0188178,-1.60928,0.163113260200033,373.838,234.076
14.4677,-0.237549,1.58776,1.6092,-0.000809159,-0.0297849,0.0406872,0.998728,-0.140712,1.74563,0,0.0193405,0.0188168,-1.6092,0.16310614640649,373.838,234.076
14.4796,-0.237549,1.58776,1.6092,-0.000809159,-0.0297849,0.0406872,0.998728,-0.140712,1.74563,0,0.0193405,0.0188168,-1.6092,0.16310614640649,373.838,234.076
14.4902,-0.237549,1.58776,1.6092,-0.000809159,-0.0297849,0.0406872,0.998728,-0.140712,1.74563,0,0.0193405,0.0188168,-1.6092,0.16310614640649,373.838,234.076
14.503,-0.238053,1.58837,1.60931,0.000648216,-0.0303813,0.0392682,0.998767,-0.140731,1.7456,0,0.0193418,0.0188181,-1.60931,0.163115394310584,373.838,234.076
