   9.5600000e+00  -1.5324000e+00  -1.4984300e+00   1.5771400e+00  -5.1397900e-03   7.4883700e-03   6.6571600e-01   7.4615000e-01  -2.8449000e-01   1.6677000e-01   9.7119000e+00  -2.0263300e-01   9.4247800e-02   1.2042800e-02
   1.7162000e+02  -1.5112600e+00  -1.5049800e+00   1.5652100e+00   1.7423700e-02   3.0650800e-02   6.7045100e-01   7.4111500e-01  -2.5506000e-01   2.1582000e-01   9.5255100e+00  -8.0110600e-02  -2.3561900e-01   9.5033200e-02
   3.3105000e+02  -1.3993400e+00  -1.5062200e+00   1.5400100e+00   1.2242300e-02   2.3595300e-02   6.7282600e-01   7.3932300e-01  -4.5126000e-01   2.6487000e-01   9.9473400e+00   3.3719800e-01  -5.4035400e-01  -2.8379100e-01
   5.0149000e+02  -1.2056600e+00  -1.4982700e+00   1.5212100e+00   1.2829100e-02   1.5736000e-02   6.7185600e-01   7.4040400e-01  -4.5126000e-01   3.2373000e-01   9.6726600e+00  -2.8614700e-01   6.6758800e-01  -1.3037600e-01
   6.6338000e+02  -9.9413200e-01  -1.4949800e+00   1.5130000e+00   1.0843600e-02   8.8565700e-03   6.6700000e-01   7.4492600e-01  -2.2563000e-01   2.7468000e-01   9.8394300e+00   6.7099200e-01   5.8643100e-02  -1.4608400e-01
   8.2306000e+02  -7.6628500e-01  -1.5057800e+00   1.5081700e+00   4.9451300e-03   8.6605100e-03   6.6344000e-01   7.4816300e-01  -3.4335000e-01   3.5316000e-01   9.6530400e+00  -2.4687700e-01   9.3200600e-02  -1.1728600e-01
   1.0027200e+03  -5.4280100e-01  -1.5165200e+00   1.5108000e+00   3.4733400e-03   1.1579900e-02   6.5958900e-01   7.5152900e-01  -2.3544000e-01   4.5126000e-01   9.7903800e+00  -2.5839600e-01  -3.3458000e-01  -5.3407100e-02
   1.1629300e+03  -3.2423900e-01  -1.5111900e+00   1.5076800e+00   8.7526100e-03   1.4449700e-02   6.6300400e-01   7.4842600e-01  -2.2563000e-01   3.1392000e-01   9.9081000e+00   3.6259200e-01  -3.3091400e-01  -1.3561200e-01
   1.3209500e+03  -9.7903300e-02  -1.4925500e+00   1.5113900e+00   9.0687700e-03   6.9821900e-03   6.6814800e-01   7.4394000e-01  -3.2373000e-01   3.7278000e-01   9.9963900e+00  -3.4819300e-02   1.4163300e-01  -7.7492600e-02
   1.4780700e+03   1.2441600e-01  -1.4729300e+00   1.5162600e+00   6.1229800e-03   1.3230200e-02   6.7272400e-01   7.3975000e-01  -1.7658000e-01   4.0221000e-01   9.3881700e+00   1.3090000e-01   7.2754000e-01   7.0162200e-02
   1.6419300e+03   3.1549600e-01  -1.4156800e+00   1.5144800e+00  -2.4333300e-02   1.6673200e-02   6.6571400e-01   7.4562400e-01  -1.7658000e-01   3.6297000e-01   9.7315200e+00  -2.5734900e-01   2.7201000e-01  -8.6655600e-02
   1.7973100e+03   4.5441200e-01  -1.2479400e+00   1.5071300e+00  -1.4567300e-02  -1.3069500e-03   6.5488900e-01   7.5558300e-01  -4.9050000e-02   3.3354000e-01   9.5451300e+00  -3.4295700e-02  -3.1546800e-01  -7.3827400e-02
   1.9563100e+03   5.1790200e-01  -1.0299600e+00   1.4905600e+00  -1.0471700e-02   3.7678100e-03   6.8311400e-01   7.3022700e-01  -2.9430000e-02   1.7658000e-01   9.8296200e+00   4.5526900e-01   1.3980100e-01  -1.8587800e-02
   2.1121700e+03   5.3190700e-01  -8.4035900e-01   1.3637200e+00   1.6939500e-02  -4.3383800e-03   7.1344600e-01   7.0049200e-01  -1.2753000e-01   3.1392000e-01   8.6426100e+00   5.4847000e-01  -2.8195800e-01   6.5449800e-03
   2.2631800e+03   5.3020200e-01  -7.3358100e-01   1.3873300e+00  -2.3736200e-02   2.1233400e-02   6.9809600e-01   7.1529500e-01  -1.7658000e-01   6.8670000e-02   1.0624200e+01   5.3119100e-01   3.9531700e-01  -4.2149700e-01
   2.4181100e+03   5.1677100e-01  -5.7672300e-01   1.4470600e+00  -4.2865800e-03   3.1630800e-02   6.7567400e-01   7.3650900e-01  -1.9620000e-01   2.8449000e-01   1.0114100e+01   1.1335900e-01   5.8774000e-01  -1.3770600e-01
   2.5667000e+03   5.4518700e-01  -3.7628700e-01   1.4799900e+00  -1.6454900e-02   1.2512900e-02   6.9130300e-01   7.2226900e-01  -3.6297000e-01   2.2563000e-01   9.4960800e+00  -1.4686900e-01  -1.9661100e-01  -9.5556800e-02
   2.7151700e+03   5.6980600e-01  -1.5081700e-01   1.4962600e+00  -1.6703300e-02   8.9456500e-03   6.9262800e-01   7.2104600e-01  -3.4335000e-01   2.1582000e-01   9.8492400e+00   2.6075200e-01  -2.8326700e-01  -1.1597700e-01
   2.8621800e+03   5.8679600e-01   5.7076500e-02   1.5038600e+00  -1.9959700e-02   9.0489700e-03   6.9182000e-01   7.2173800e-01  -2.5506000e-01  -1.9620000e-02   9.3685500e+00   1.1545400e-01  -1.4922600e-01   2.1467600e-01
   3.0093600e+03   6.1992600e-01   2.6972100e-01   1.5160600e+00   1.1032200e-02   3.8577000e-02   6.8823100e-01   7.2438100e-01  -4.5126000e-01   1.0791000e-01   9.4666500e+00   1.7985600e-01   5.1155600e-01  -2.9583300e-02
   3.1548200e+03   7.5825300e-01   5.0318400e-01   1.5096700e+00   1.0805700e-02   3.3466400e-02   6.7355400e-01   7.3830100e-01  -2.5506000e-01   2.8449000e-01   9.6530400e+00  -2.5656300e-02   6.5502200e-01   9.1629800e-02
   3.3009000e+03   9.7928400e-01   7.3788100e-01   1.5043600e+00   2.3762300e-04   2.7310100e-02   6.6893700e-01   7.4281700e-01  -3.3354000e-01   2.2563000e-01   9.4764600e+00  -5.8407400e-01   2.1834100e-01   1.2069000e-01
