   3.4476600e+03   1.1986800e+00   9.4891200e-01   1.4997600e+00  -8.9664400e-03   1.4156000e-02   6.6433200e-01   7.4725000e-01  -4.6107000e-01   3.0411000e-01   9.8884800e+00   4.4244100e-01   1.1021800e-01  -5.0265500e-02
   3.5901000e+03   1.3986200e+00   1.1707300e+00   1.5012800e+00  -1.0186000e-02   2.2694700e-03   6.6500800e-01   7.4676300e-01  -4.5126000e-01   3.6297000e-01   9.6432300e+00  -1.1938100e-01   2.6651200e-01  -1.0393400e-01
   3.7404900e+03   1.5183200e+00   1.3546600e+00   1.4995500e+00  -6.2569100e-03  -2.1157600e-03   6.5994800e-01   7.5128200e-01  -2.8449000e-01   3.1392000e-01   9.8688600e+00   7.2989700e-01   8.6917400e-02   1.2330800e-01
   3.8934400e+03   1.5789900e+00   1.4999400e+00   1.4928700e+00  -8.2297000e-04  -1.2225600e-02   6.5642300e-01   7.5429300e-01  -2.5506000e-01   2.5506000e-01   9.7609500e+00   3.2384600e-01   1.6990800e-01   1.2252200e-01
   4.0400600e+03   1.5776300e+00   1.5774200e+00   1.4827700e+00   3.3659500e-03  -1.5630600e-02   6.5995000e-01   7.5114000e-01  -2.8449000e-01   2.4525000e-01   9.8590500e+00  -2.8640900e-01   3.9453200e-01   6.2570100e-02
   4.1838100e+03   1.5381700e+00   1.5914400e+00   1.4832400e+00   6.9619000e-03  -3.1996100e-03   6.5476800e-01   7.5579100e-01  -2.4525000e-01   1.7658000e-01   9.9081000e+00   2.8955000e-01  -1.6441000e-01  -3.1232700e-01
   4.3270700e+03   1.4969800e+00   1.5592100e+00   1.4853100e+00   5.9511100e-03   1.1607300e-02   6.7289900e-01   7.3962000e-01  -1.3734000e-01   1.1772000e-01   9.8786700e+00   2.4111700e-01  -7.9011100e-01  -7.0947600e-02
   4.4680200e+03   1.4763100e+00   1.5206300e+00   1.4900000e+00  -4.2706300e-03   1.7108400e-02   6.8812200e-01   7.2538000e-01  -2.8449000e-01   1.1772000e-01   9.7805700e+00  -4.8747000e-01   2.6179900e-01   2.0446500e-01
   4.6009300e+03   1.4764800e+00   1.5078900e+00   1.4985500e+00  -1.2551000e-03   1.1511400e-02   6.8434800e-01   7.2906400e-01  -2.4525000e-01   2.2563000e-01   9.8982900e+00  -7.8801600e-02  -7.9639400e-01  -7.4874600e-02
   4.7472900e+03   1.4858900e+00   1.5098700e+00   1.5045500e+00  -3.5595400e-03   1.5388400e-02   6.8115300e-01   7.3197100e-01  -3.0411000e-01   2.8449000e-01   9.7119000e+00   9.4247800e-03   9.3514700e-01  -1.3351800e-01
   4.8858100e+03   1.5000400e+00   1.5287400e+00   1.5089100e+00  -1.2446100e-03   7.8227700e-03   6.7991500e-01   7.3324900e-01  -2.6487000e-01   2.2563000e-01   9.7217100e+00  -3.1677700e-02  -1.0576700e-01   2.3797600e-01
   5.0251500e+03   1.5073500e+00   1.5474800e+00   1.5046900e+00   5.7855400e-04   6.6313900e-03   6.7873600e-01   7.3435200e-01  -1.8639000e-01   2.9430000e-01   9.5157000e+00   1.4189500e-01   3.6651900e-03   1.4870200e-01
   5.1673900e+03   1.5074700e+00   1.5482600e+00   1.5016700e+00  -1.6588800e-03   4.9220000e-03   6.7801300e-01   7.3503200e-01  -3.1392000e-01   1.8639000e-01   9.9179100e+00   2.3614300e-01  -2.5054200e-01  -8.9535400e-02
   5.3027100e+03   1.5010800e+00   1.5313100e+00   1.5034000e+00   1.6261900e-03   7.7752700e-03   6.7104600e-01   7.4137400e-01  -1.8639000e-01   2.3544000e-01   1.0123900e+01   1.1309700e-01  -4.6705000e-01  -1.5210500e-01
   5.4405100e+03   1.4991900e+00   1.5059500e+00   1.4998000e+00  -4.5850300e-03   1.0210400e-02   6.6572600e-01   7.4611200e-01  -1.9620000e-01   3.3354000e-01   9.6628500e+00  -2.7305700e-01  -5.3983000e-01  -1.5158200e-01
   5.5777600e+03   1.4983900e+00   1.4963500e+00   1.4336000e+00  -5.1005700e-03   8.2640800e-03   6.5893700e-01   7.5213500e-01  -9.8100000e-02   1.3734000e-01   9.3685500e+00   2.7358000e-01   2.2593300e-01   1.7409700e-01
   5.7168000e+03   1.4938100e+00   1.5032600e+00   1.2798300e+00  -2.6817600e-04   8.7867200e-03   6.5778600e-01   7.5315400e-01  -2.3544000e-01   2.1582000e-01   9.2410200e+00  -1.0550500e-01  -3.4819300e-01  -3.0316400e-01
   5.8593900e+03   1.4918800e+00   1.5167600e+00   1.0255700e+00  -5.8620600e-03   4.6141800e-03   6.6392400e-01   7.4776300e-01  -3.3354000e-01   2.3544000e-01   8.9074800e+00  -9.4771400e-02   1.1938100e-01  -1.9373200e-02
   6.0067900e+03   1.4884900e+00   1.5299300e+00   7.2657100e-01  -3.8756800e-03   2.5178800e-04   6.6706600e-01   7.4498900e-01  -7.8480000e-02   2.0601000e-01   1.0280900e+01   2.0944000e-02   5.2674000e-01   1.3718300e-01
   6.1550000e+03   1.4759800e+00   1.5426900e+00   4.0212500e-01   5.6003000e-04  -1.7395800e-03   6.6309100e-01   7.4853700e-01  -8.8290000e-02   2.2563000e-01   9.6432300e+00   1.4896400e-01   3.8798700e-01   3.4217200e-01
   6.3032600e+03   1.4628900e+00   1.5402000e+00   9.2548900e-02  -9.2309400e-03  -4.5601700e-03   6.5115600e-01   7.5887400e-01  -2.4525000e-01   4.9050000e-02   9.8982900e+00  -1.2095100e-01   5.8904900e-02   9.0320800e-02
   6.4437900e+03   1.4657400e+00   1.5377700e+00   6.4718000e-02  -7.5737400e-04  -2.2888400e-03   6.6942700e-01   7.4287400e-01  -1.9620000e-01   4.1202000e-01   7.7597100e+00  -8.9875700e-01  -4.2673300e-01  -1.4346600e-01
   6.5947800e+03   1.4668700e+00   1.5377900e+00   6.4693100e-02   4.7427200e-03   9.5356500e-03   6.6955500e-01   7.4268600e-01   2.0601000e-01   6.1803000e-01   9.7413300e+00  -3.2803500e-01  -8.2466800e-02  -1.5446200e-02
   6.7433000e+03   1.4668700e+00   1.5377900e+00   6.4693100e-02   4.7427200e-03   9.5356500e-03   6.6955500e-01   7.4268600e-01  -4.9050000e-02   2.0601000e-01   9.6432300e+00  -1.0210200e-02   4.7123900e-02  -3.7699100e-02
